feature,all_n,none_n,all_median,none_median,all_mean,none_mean,median_diff,u_statistic,p_value,cliffs_delta,effect_size,pval_adj,reject,significant,abs_delta,practically_significant
smog,208,134,12.0,12.25,12.194711538461538,12.321641791044776,-0.25,13027.5,0.3088798822590729,-0.06519087256027555,negligible,1.0,False,False,0.06519087256027555,False
txt_reasoning_digit_density,208,151,-0.2000607604811334,-0.2000607604811334,0.08163113903421157,0.02029555368319545,0.0,16708.5,0.02612055040941786,0.06396459500764136,negligible,0.3918082561412679,False,False,0.06396459500764136,False
txt_reasoning_avg_sentence_len,208,151,-0.0140365238068689,-0.0140365238068689,-0.09993576044852982,0.03577842790844303,0.0,14702.5,0.3020393078415171,-0.06377356087620989,negligible,1.0,False,False,0.06377356087620989,False
semantic_entropy,208,151,0.20712648185989552,0.361668675268287,0.10213958877859519,-0.19212729176980306,-0.15454219340839148,16705.0,0.30263497470503853,0.06374172185430464,negligible,1.0,False,False,0.06374172185430464,False
fog,208,134,11.315000000000001,10.645,11.406009615384617,11.32037313432836,0.6700000000000017,14767.0,0.35212878458664765,0.059629735935706085,negligible,1.0,False,False,0.059629735935706085,False
num_OB,208,151,-0.2886514946017978,-0.0777818550633016,-0.11833370882070474,0.061866912842987315,-0.2108696395384962,14877.5,0.39166352105316304,-0.052629903209373406,negligible,1.0,False,False,0.052629903209373406,False
ambiguity,208,151,-0.5855868655187282,-0.5855868655187282,-0.03773937594784489,-0.009490399592133922,0.0,15109.0,0.4860520957133829,-0.037888436067244013,negligible,1.0,False,False,0.037888436067244013,False
txt_likely_impacted_code_concepts_digit_density,208,151,-0.1486940122073022,-0.1486940122073022,0.1322477290297082,-0.1303912366050717,0.0,16284.0,0.036234826056420893,0.0369332654100866,negligible,0.5072875647898925,False,False,0.0369332654100866,False
num_env_mentions,208,151,-0.2192296649910203,-0.2192296649910203,-0.1072194034637027,0.06731314217063229,0.0,15185.5,0.14694462180117923,-0.033017065715741215,negligible,1.0,False,False,0.033017065715741215,False
txt_root_cause_guess_digit_density,208,151,-0.1710687069843892,-0.1710687069843892,0.16901348133951524,-0.07818224455598463,0.0,16154.0,0.15249270810936671,0.028655119714722364,negligible,1.0,False,False,0.028655119714722364,False
exception_user_frames,208,151,-0.2073567129463963,-0.2073567129463963,-0.15034181064455196,-0.05617282631289641,0.0,15254.0,0.2938398240623017,-0.028655119714722364,negligible,1.0,False,False,0.028655119714722364,False
num_temporal_markers,208,151,-0.4635308650875505,-0.4635308650875505,0.027689408284893437,-0.02772381146359748,0.0,16093.0,0.6200002425201043,0.024770759042282223,negligible,1.0,False,False,0.024770759042282223,False
stacktrace_depth,208,151,-0.2020454871191189,-0.2020454871191189,-0.1127505073672853,-0.05854273820226488,0.0,15997.5,0.4769788065892794,0.01868950585838003,negligible,1.0,False,False,0.01868950585838003,False
lix,208,134,51.894999999999996,51.53,52.12322115384616,52.62126865671642,0.3649999999999949,14127.0,0.8309915121857825,0.013705510907003445,negligible,1.0,False,False,0.013705510907003445,False
num_EB,208,151,-0.1885942875206404,-0.673136533919824,0.06765401586354326,0.174010175016497,0.4845422463991836,15695.5,0.9928174475582131,-0.0005412633723892003,negligible,1.0,False,False,0.0005412633723892003,False
